time,lat,long,mag,deep,location
2018/4/1 21:10,25.21,101.77,3.7,7,云南楚雄州禄丰县
2018/4/2 10:38,36.19,106.26,2.3,11,宁夏固原市原州区
2018/4/2 12:36,40.09,79.4,3.4,10,新疆喀什地区巴楚县
2018/4/2 13:57,-24.7,-176.77,6.1,90,斐济群岛南部海域
2018/4/2 21:40,-20.58,-63.08,6.8,550,玻利维亚
2018/4/3 16:14,39.77,74.3,4.9,9,新疆克孜勒苏州乌恰县
2018/4/3 17:26,48.15,85.17,3,9,哈萨克斯坦
2018/4/3 22:39,40.32,76.7,3.3,7,新疆克孜勒苏州阿图什市
2018/4/4 12:10,25.51,106.85,2.3,15,贵州黔南州罗甸县
2018/4/5 11:53,6.78,126.88,5.8,60,菲律宾棉兰老岛
2018/4/5 15:46,29.58,104.76,2.4,17,四川内江市威远县
2018/4/5 17:07,-18.21,-177.93,5.9,500,斐济群岛地区
2018/4/5 23:08,41.1,87.65,4.9,12,新疆巴音郭楞州尉犁县
2018/4/6 23:55,31.2,117.77,3.6,6,安徽芜湖市无为县
2018/4/7 13:48,-5.78,142.57,6.3,20,巴布亚新几内亚
2018/4/8 12:59,38.95,109.42,2.5,0,内蒙古鄂尔多斯市乌审旗(塌陷)
2018/4/9 1:53,39.45,74.04,3.1,12,新疆克孜勒苏州乌恰县
2018/4/9 9:58,32.24,83.45,3.8,6,西藏阿里地区改则县
2018/4/10 3:47,40.67,120.28,1.9,10,辽宁葫芦岛市兴城市
2018/4/10 12:31,31.74,104.3,2.6,28,四川绵阳市安州区
2018/4/10 12:51,21.93,101.37,3.1,5,云南西双版纳州勐腊县
2018/4/10 16:47,42.33,119.89,3.1,10,内蒙古赤峰市敖汉旗
2018/4/10 18:19,-30.96,-71.51,6,50,智利
2018/4/11 6:26,28.57,106.71,2.1,10,重庆綦江区（有感）
2018/4/11 19:53,35.62,117.76,3.1,10,山东临沂市平邑县
2018/4/12 8:06,44.63,124.15,2.3,10,吉林松原市前郭尔罗斯县
2018/4/12 18:41,40.47,77.2,4.6,6,新疆克孜勒苏州阿图什市
2018/4/13 0:24,35.25,89.77,3.5,9,青海玉树州治多县
2018/4/13 15:08,41.34,83.85,3,10,新疆阿克苏地区库车县
2018/4/13 18:16,31.03,103.21,3.3,22,四川阿坝州汶川县
2018/4/15 5:55,37.41,113.57,2.1,0,山西晋中市和顺县（塌陷）
2018/4/15 12:37,26.35,99.99,2.8,13,云南大理州洱源县
2018/4/15 17:44,39.16,114.48,1.4,0,河北保定市涞源县（爆破）
2018/4/15 22:46,29.36,105.43,2.9,8,重庆荣昌区
2018/4/16 2:08,39.45,116.73,2.3,18,河北廊坊市安次区
2018/4/16 3:23,32.95,84.99,3.1,11,西藏阿里地区改则县
2018/4/16 21:48,23.05,121.37,4.4,18,台湾台东县海域
2018/4/16 23:47,39.77,74.31,3.8,8,新疆克孜勒苏州乌恰县
2018/4/20 5:09,-42.77,42.19,5.9,10,爱德华王子群岛地区
2018/4/21 0:02,39.3,93.39,3.4,12,甘肃酒泉市阿克塞县
2018/4/21 5:14,31.72,104.14,3.2,14,四川阿坝州茂县
2018/4/21 18:56,23.11,121.66,4,8,台湾台东县海域
2018/4/23 1:46,45.26,124.74,3.4,14,吉林松原市宁江区
2018/4/23 3:16,35.23,87.93,4.1,7,西藏那曲市双湖县
2018/4/23 7:39,38.67,73.08,4.3,11,塔吉克斯坦
2018/4/24 1:10,23.91,122.45,4.2,15,台湾花莲县海域
2018/4/25 9:15,39.97,77.03,3.2,57,新疆克孜勒苏州阿图什市
2018/4/27 13:25,21.77,99.12,3.1,5,缅甸
2018/4/27 13:55,22.35,121,4.2,17,台湾台东县海域
2018/4/27 20:14,43.98,84.45,3,34,新疆塔城地区乌苏市
2018/4/28 2:49,38.07,73.3,4,172,塔吉克斯坦
2018/4/28 13:13,39.64,118.61,2.3,10,河北唐山市滦县
2018/4/29 15:02,22.33,121.05,4.3,8,台湾台东县海域
2018/4/29 16:00,41.86,123.93,2.9,0,辽宁抚顺市新抚区（矿震）
2018/4/29 16:01,27.07,103.24,2.8,5,云南昭通市巧家县
2018/4/30 19:31,36.91,75.81,3,7,新疆喀什地区塔什库尔干县
2018/5/1 2:24,-15.9,168.37,5.9,270,瓦努阿图
2018/5/1 11:14,43.61,86.62,4.3,12,新疆昌吉州昌吉市
2018/5/1 11:25,25.81,99.85,2.9,13,云南大理州漾濞县
2018/5/1 11:44,43.66,86.66,3,12,新疆昌吉州呼图壁县
2018/5/1 14:20,31.25,99.73,3.1,10,四川甘孜州白玉县
2018/5/2 3:47,-17.99,-177.95,6,590,斐济群岛地区
2018/5/2 4:28,28.5,102.71,3.2,21,四川凉山州越西县
2018/5/2 7:10,32.6,105.37,3.3,13,四川广元市青川县
2018/5/2 7:47,23.97,122.29,5.2,15,台湾花莲县海域
